Moulton College,,,,No,Crafts | Furniture Making | DIY & Home Improvements | Tiling | Engineering | Energy Engineering | Environment | Environmental Management | First Aid | Paediatric First Aid | Fitness | Sports Massage | Forestry | Forestry Operations | Gardening | Horticulture | All Forestry | Tree Climbing | Health & Safety | AED | Manufacturing Health & Safety | Personal Development | Social Skills | Pet Care | Dog Grooming | Horse Care | Horse and Pony Keeping | Science | Natural History | Semi-Medical Therapies | Sports Physiotherapy | Services To Industry & Commerce | Environmental Conservation | Sports | Horse Riding | Basketball | Athletics | Hockey | Golf | Cricket | Lifeguard | Swimming | Surveying Planning | Housing Management | Water Sports | Protective Clothing / Equipment Use | Gas Safety | Chainsaw,Northampton NN3 7RR | West StreetMoulton Northamptonshire NN3 7RRUnited Kingdom | Northampton NN3 7RR | Northampton NN3 7RR
DIY Shabby Chic,,,http://www.diyshabbychic.com,Yes,Crafts | Furniture Making,Brighton BN41 1DQ | 21 Albion StreetPortslade Brighton and Hove BN41 1DQUnited Kingdom
Golden Hands,,,,No,Crafts | Furniture Making | Furniture Restoration | Marquetry | DIY & Home Improvements | Cabinet Making,Dalkeith EH22 3LJ | 847 E Schaumburg RdSchaumburg Illinois 60194United States | Dalkeith EH22 3LJ
Forest Garden Shovelstrode,,,,Yes,Crafts | Ornamental Woodwork | Woodworking | Pet Care | Bee Keeping | Manufacture | Furniture Manufacturing,East Grinstead RH19 3PH | Dormers Shovelstrode laneEast Grinstead West Sussex RH19 3PHUnited Kingdom | East Grinstead RH19 3PH
Greenwich Community College,,,http://www.gcc.ac.uk,Yes,Crafts | Make Do and Mend | Fashion | Pattern Cutting | Machine Knitting | Knitting | Weaving | Jewellery | Silver Jewellery | Soft Furnishings | Patchwork | Quilting,London SE10 8RT | London SE9 1HA | London SE10 8RT | Plumstead Centre 95 Plumstead RoadLondon London SE18 7DQUnited Kingdom
Creative Short Courses at Nottingham Trent University,,,,No,Crafts | Furniture Making | Dental Services | All Dental Services | DIY & Home Improvements | Interior Design | English | ESOL | Fashion | All Fashion | Film & Television | Film Editing | Textile Design | Clothes Making | Graphic Art | Graphic Design | History | All History | Journalism | All Journalism | Feature Writing | Manufacture | Industrial Textiles | Medical Technology | Prosthetics | Performance Art | Theatre Design | Photography | Fashion Photography | Small Business | Business Development | Web design | Flash | Writing | All Writing | Writing For Children | Services To Industry & Commerce | Product Design | Photographic Techniques | SLR | Textile Technology | Local History | Animation | All Animation | Theatre Production | Humanities | All Humanities | Creative Suite,Nottingham NG1 5LT | Nottingham NG1 4GH | Nottingham NG7 4HF | Nottingham NG1 4BU | Nottingham NG7 4HF | Nottingham NG1 4GH
School Of Stuff (The),,,,No,Crafts | Furniture Restoration | DIY & Home Improvements | Cabinet Making,Hackney E8 2EB | Hackney E8 2EB | Hackney E8 2EB
Merton Adult Education,,,,No,Crafts | Furniture Restoration | Upholstery | Language | Greek,London SW20 9NS | Whatley AvenueRaynes Park London sw20 9nsUnited Kingdom | London SW20 9NS
Learn woodworking,,,,Yes,Crafts | Furniture Making | Woodworking | DIY & Home Improvements | Joinery | Manufacture | Furniture Manufacturing | Cabinet Making,Worcester WR6 5BT | Worcester WR6 5BT | Worcester WR6 5BT
Abergavenny Community Education Centre,,,,No,Crafts | Furniture Restoration | Language | Welsh Language | Soft Furnishings | Fabric Painting | Applique,Abergavenny NP7 6EL | Abergavenny NP7 6EL | Abergavenny NP7 6EL
The Goodlife Centre,,,,Yes,Crafts | Furniture Restoration | Lampshade Making | Woodworking | Upholstery | DIY & Home Improvements | DIY | All DIY & Home Improvements | Carpentry | Woodwork | Plumbing | Soft Furnishings | Tassel Making | Rug Making | Tiling,London SE1 0ES | 49/55 Great Guildford StreetLondon SE1 0ESUnited Kingdom | London SE1 0ES | London SE1 0ES
Barnet & Southgate College,,,,No,Crafts | Furniture Restoration | Dental Services | Dental | Database | Oracle | SQLS | DIY & Home Improvements | All DIY & Home Improvements | Driver | All Driver | Driving | Bicycle Maintenance | Education / Training / Teaching | Counselling (For Teachers) | English | English as a Foreign Language | CELTA | Finance | All Finance | Financial Analysis | First Aid | First Aid In The Home | Fitness | Aerobics | Graphic Art | After Effects training | Forestry | All Forestry | Games | All Games | Health & Safety | Refrigerants Safe Handling | Internet Systems | .Net | Language | Arabic | Turkish | Russian | Portuguese | Medical | NLP | Music | DJ | Music Playing | Drumming | Network Systems Management | Citrix Certifications | Sharepoint | Operating Systems | Windows Server | QuickBooks | Performance Art | Audition | Parenting | Baby Sitting | Personal Appearance | Bridal hair | Threading | Slimming | Personal Health | Waxing | Personal Development | Stress Control | Crisis / Illness Self Help | Philosophy | Ethics | Photography | Fashion Photography | Programming | Coding | Perl | Sales & Retailing | Facebook | LinkedIn | Google | Twitter | Services To Industry & Commerce | Industrial Design | Six Sigma | Social Work | Community Work | Child Protection | Teaching | Teaching assistant | Typing | E-type | Vehicle Maintenance | Car Body Repair | Web design | Flash | Writing | Writing For Children | XHTML | iPhone | Car Electrical Systems | Small Business | Small Business Management | Personal Finance and Rights | Home Buying Selling | Oracle Certifications | Internet Security Systems | Web Server Management | Animation | 3ds Max | Child Psychology | Woodwind | CCNA | Manufacture | Drinks Processing | Computer Games | Economic | Applied Economics,You study this on your computer | London NW9 5RA | London N14 6BS | Barnet EN5 4AZ | Enfield EN1 1SJ | Barnet EN5 4AZ
Myerscough College,,,,No,Crafts | Furniture Restoration | Stone carving | Driver | PCV | Forklift | DIY & Home Improvements | Welding | Driving | Road Safety | Bicycle Maintenance | Engineering | Engineering Operations | Metal Working Finishing | Environment | Environmental Studies | Conservation Specific Environments | Cleaning Science | Cleansing | Forestry | Forestry Operations | Gardening | Garden Design | Arboriculture | Woodland Management | Tree Climbing | Wedding flowers | Organic Gardening | Tree Identification | Health & Safety | Manufacturing Health & Safety | Asbestos Safety | Leisure Services | Food Industry | Logistics | Van Driving | Nurse | Veterinary Nursing | Pet Care | Gamekeeping | Domestic Animals Care | BHS | Dog Grooming | Bee Keeping | Guide Dog | Horse Care | Ornamental Fish Keeping | Horse and Pony Keeping | Dog | Kennel | Photography | Studio Lighting | Science | Zoology | Services To Industry & Commerce | Environmental Conservation | Facilities Management | Sports | Horse Riding | Basketball | Golf | Football | Fly fishing | Cricket | Rugby | Therapeutic | Hypnotherapy | Personal Development | Social Skills | Manufacture | Food Manufacturing | Catering Studies | Small Mammals Care | Safety Inspection,Preston PR3 0RY | Preston PR3 2NL | Burnley BB12 0RT | Can be taught anywhere in Preston. Contact course provider to agree precise meeting place. | Liverpool L12 0HB | Blackburn BB2 2TP | Dorchester DT1 3GR | Chester CH1 6LT | Blackburn BB2 4JF | Manchester M16 0PX | Main CampusPreston Lancashire PR3 0RYUnited Kingdom | Preston PR3 0RY | Preston PR3 0RY
Midas Touch Crafts,,,,Yes,Crafts | Furniture Restoration | Lampshade Making | Manufacture | Chemical Products,London SE1 1PX | 3Rd Floor   207 Regent StreetLondon W1B 3HHUnited Kingdom | London SE1 1PX
Sharon Dower - Floral Innovation - School of Floristry and Flower Arranging,,,,No,Crafts | Lampshade Making,Swansea SA2 9LT
Secret Garden Crafts,,,,No,Crafts | Lampshade Making,Sale M33 5QL
Make UK,,,http://www.makemycalls.co.uk,No,Crafts | Lampshade Making | Photography | Photography Workshop,Hindhead GU26 6JL | Hindhead GU26 6JL
E-CAREERS,,,,Yes,Crafts | Furniture Restoration | Database | SQLS | All Database | Access Database | Driver | All Driver | Engineering | Electrical Engineering | Education / Training / Teaching | Education Theory | Education Studies | Engineering Technology | Environment | All Environment | Film & Television | Film Editing | Finance | Financial Management | Finance & Accounting | All Finance | Fitness | Aerobics | First Aid | First Aid In The Workplace | Graphic Art | After Effects training | Health & Safety | All Health & Safety | AED | Illustrator | Creative Suite | Manual Handling | IOSH | Health & Safety: Specific Industries / Occupations | Health & Safety Legislation | Asbestos Safety | Chemical Safety | Safety Confined Space Working | Health Care | Health Promotion | Diet | Specialist Care | HR | All HR | Humanities | All Humanities | Internet Systems | .Net | Language | Arabic | All Language | Italian | French | Spanish | Turkish | Russian | Portuguese | Modern Greek | Leisure Services | Food & Drink Processing | Catering | Medical | NLP | Media | All Media | Multimedia | Multimedia Computing | Network Systems Management | CCNA | Citrix Certifications | All Network Systems Management | Sharepoint | Parenting | All Parenting | Performance Art | Audition | Voice | Personal Appearance | Slimming | Personal styling | Personal Development | Stress Control | Confidence | Life coaching | Photography | Photographic Techniques | Programming | CompTIA | Sales & Retailing | Customer Service | Perl | Security / Police / Armed Forces | Fire Marshall | LinkedIn | Marketing | Facebook | E-Business | E-Commerce | Science | Biology | Twitter | Sales Technique | Security | Services To Industry & Commerce | Six Sigma | Social Work | Child Protection | Typing | E-type | Web design | XHTML | JavaScript | Photoshop | Flash | Dreamweaver | Writing | Writing For Children | Print & Publishing | Wordpress | Markup Languages | Vehicle Maintenance | All Vehicle Maintenance | Typewriting | Small Business | Business Development | Quality & Reliability Management | Life Sciences | Social Media | Wedding Photography | Coding | Digital Photography | Philosophy | Ethics | Personal Finance and Rights | Home Buying Selling | Mind Improvement | Self Development | Self Presentation | Music Playing | All Music Playing | Multimedia applications | Nutrition | Publishing | All Web design | Teaching | Special Needs Teaching | Working with Children | Java | All Photography | Theatre | Premiere | Manufacture | Drinks Processing | German | All Internet Systems | Hotel Management | Hotel Health & Safety | Staff Performance | Psychology | All Health Care | Safety Procedures / Equipment | Hazard Control | Protective Clothing / Equipment Use | Risk Assessment | Safety Administration / Regulations | Graphic Design | Computer Graphics | Driving | Bicycle Maintenance | Road Safety | Economic | Applied Economics,You study this on your computer | Unit 6 Waterside DriveLangley Berkshire SL3 6EZUnited Kingdom
Suzie's,,,http://www.suzylamplugh.org,No,Crafts | Lampshade Making | Soft Furnishings | Rug Making,Maldon CM9 5ET | Maldon CM9 5ET | 218 StrandLondon London WC2R 1ATUnited Kingdom
West End Centre,,,,No,Crafts | Lampshade Making | Fashion | Weaving | Music Playing | Ukulele | Performance Art | Choral Singing,Aldershot GU11 3JD | 586 Ellice Avenue At SherbrookWinnipeg Manitoba R3B 1Z8Canada | Aldershot GU11 3JD | Aldershot GU11 3JD
London Embroidery School,,,,No,Crafts | Lampshade Making | Jewellery | Beading | Goldsmithing | Soft Furnishings | Lace Making,London N1 1SF | London W1F 9UN | Hawthorne & Heaney 19A Cobble LaneIslington London N1 1SFUnited Kingdom | London W1F 9UN | London N1 1SF
Rowan Tree Studio,,,,No,Crafts | Lampshade Making | Manufacture | Polymer Processing | Soft Furnishings | Felt Work | Applique | Web design | XML | Doll Making,Bideford EX39 5RR | Bideford EX39 5RR | Bideford EX39 5RR
Judy Bentinck Millinery,,,,No,Crafts | Lampshade Making,London WC1N 2NP
The Blossom House - Floral Designs,,,,Yes,Crafts | Lampshade Making | Gardening | Flower Arranging,London N8 8LA | London N8 8LA
Sew In Brighton,,,http://www.brightonsewingcentre.co.uk,Yes,Crafts | Lampshade Making,Hove BN3 2DL | 68 North RoadBrighton Brighton East sussex BN1 1YDUnited Kingdom
Moji Designs,,,http://www.mojidesigns.com,No,Crafts | Lampshade Making | Sales & Retailing | Brand Management | Distributive Trades | Writing | Screenprinting,Hove BN3 3EB | Hove BN3 3EB
The Make and Do Studio,,,http://www.makedostudios.com,Yes,Crafts | Lampshade Making | Graphic Art | FreeHand | Soft Furnishings | Crochet,Warrington WA4 6LT | Warrington WA4 6LT
FlowerSchool Catherine Muller,,,,Yes,Crafts | Lampshade Making | Gardening | Christmas Flowers | Flower Arranging,London SW1W 9PP | London SW1W 9PP | London SW1W 9PP
Eastleigh College,,,,No,Crafts | Glass Engraving | Engineering | Engineering Operations | Film & Television | Special Effects | Gardening | Organic Gardening | Health & Safety | Gas Safety | Security / Police / Armed Forces | Police Services | Refrigerants Safe Handling,Eastleigh SO50 5EL | Eastleigh SO50 5FS | Chestnut AvenueEastleigh Hampshire SO50 5FSUnited Kingdom | Eastleigh SO50 5FS | Eastleigh SO50 5FS
Adult Learning Lewisham,,,,No,Crafts | Lampshade Making | Etching | Dance | Ballet | Fashion | Millinery | Tailoring | Knitting | First Aid | Paediatric First Aid | Fitness | Aerobics | Tai Chi | Keep Fit | Gardening | Garden Design | Games | All Games | Wedding flowers | Health Care | Diet | Language | Turkish | Music | Music Theory | Music Playing | Drumming | Acoustic Guitar | Band Musicianship | Pop Music | Parenting | Baby | Personal Appearance | Facial Care | Personal Finance and Rights | Budget | Personal Development | Interpersonal Skills | Photography | Portrait Photography | Photographic Processing | Politics | Current Affairs | Services To Industry & Commerce | Product Design | Social Work | Child Protection | Soft Furnishings | Fabric Dyeing | Loose Covers | Youth Social Work | Patchwork | Writing | Lithography | Print Design | Quilting | Small Business | Self Employment | Personal Finance | Jazz / Blues | Printing | Sports | Table Tennis | Personal Health | Decorative Glass Making | Collage,London SE23 1PR | London SE13 7DU | Bromley BR1 5PE | London SE12 0DZ | London SE6 3LD | London SE6 3HB | London SE13 7DU | London SE23 1PR
Victoria and Albert Museum,,,,No,Crafts | Marquetry | Film & Television | Film History | History | Early Medieval History | Science History | Renaissance History,London SW7 2RL | Cromwell RdLondon London SW7 2RLUnited Kingdom | London SW7 2RL | London SW7 2RL
Art Studio of Glass,,(760) 328-3399(760) 328-3392,http://www.sanssoucie.com,Yes,Crafts | Glass Painting,Rowlands Gill NE39 1PZ | 73-700 Dinah Shore Drive  Suite 203Palm Desert California 92211United States
Morley College London,,,,No,Crafts | Glass Engraving | Dance | Flamenco | Bollywood | Belly Dancing | Ballet | Upholstery | Latin Dance | Salsa | Popular Dancing | Tango | Samba | Street Dance | Modern Dance | Classical Dance | Dance Movement | Country Dancing | Jazz Dancing | Film & Television | Film Editing | Fashion | Textile | Millinery | Tailoring | Knitting | Fashion Accessories | Fitness | Zumba | Yoga Teaching | Workout | Keep Fit | Health Care | Health Care Assistant | History | Modern History | Local History | Jewellery | Gemology | Beading | Language | Arabic | Silver Jewellery | Latin | Japanese | Korean | Chinese | Danish | Turkish | Swedish | Portuguese | Polish | Modern Greek | Norwegian language | Literature | British literature | Shakespeare | Music | Music Appreciation | Music Composition | European music | Music Business | DJ | Multimedia | Premiere | Music Score Preparation | Music Theory | Music Playing | Cello | Electric Guitar | Flute | Ensemble Playing | Drumming | Clarinet | Brass Instrument | Bass Guitar | Band Musicianship | Sound Engineering | Pop Music | Orchestration | Songwriting | Violin | Piano | Orchestral Playing | Nurse | Midwifery | Operating Systems | Logic Pro | Performance Art | Choral Singing | Audition | Parenting | Pregnancy / Birth Preparation | Puppetry | Theatre Direction | Comedy | Voice Studies | Personal Appearance | Menopause | Women's Health | Personal Development | Confidence | Relaxation | Philosophy | History Of Philosophy | Photography | Portrait Photography | Fashion Photography | Landscape Photography | Documentary Photography | SLR | Still Life Photography | Sales & Retailing | Advertising | Programming | Java | Telesales | Science | Physiology | Human Biology | Social Studies | Social Research | Soft Furnishings | Needlework | Fabric Dyeing | Felt Work | Crochet | Smocking | Tassel Making | Patchwork | Sports | Cricket | Therapeutic | Hypnotherapy | Alexander technique | Body Massage | Typing | E-type | Writing | Lithography | Bookbinding | Writing For Radio | Poetry Writing | Print Design | Writing For Children | Antique Collecting | Book Conservation | Biography Writing | Fabric Painting | Small Business | Small Business Management | Sales Promotion | Music History | Music Production | European literature | Linguistics | Printing | Saxophone | Linguistic | All Linguistic | Exercise Dancing | Enamelling | Cookery | World of wine | Wine Tasting,London SE1 7HT | London SE1 7DQ | London SE1 7HS | London SE1 7HT | London SE1 7HT
Central Sussex College,,,,No,Crafts | Glass Painting | DIY & Home Improvements | All DIY & Home Improvements | Bricklaying | Welding | Engineering | Electronic Engineering | Aerospace Engineering | Metal Working Finishing | Fashion | Sewing Machine | First Aid | First Aid With Children | Fitness | Pilates | Health & Safety | Gas Safety | Health Care | Reflexology | History | Ancient History | HR | Performance Appraisal | Jewellery | All Jewellery | Manufacture | Manufacturing Engineering | Music | Music Composition | Music Playing | Guitar | Personal Appearance | Electrolysis | Women's Hairdressing | Personal Development | Stress Control | Social Skills | Negotiation | Sales & Retailing | CIM | Science | Physiology | Earth Sciences | Services To Industry & Commerce | Industrial Design | Teaching | Instructor | Therapeutic | Alexander technique | Body Massage | Vehicle Maintenance | Car Engine Repair | Typing | E-type | Geography | Threading | Logistics | Purchasing / Procurement & Sourcing | Literature | Classical Literature | Train the Trainer | Parenting | Baby | Oil and Mining | OFTEC | Staff Performance | Gardening | Christmas Flowers | Cookery | Vegetarian Cookery,East Grinstead RH19 1BG | Crawley RH10 1NR | Haywards Heath RH16 1LT | Horsham RH12 2DN | College RoadCrawley West Sussex RH10 1NRUnited Kingdom | Crawley RH10 1NR | East Grinstead RH19 1BG
Chris Tribe Furniture,,,,No,Crafts | Marquetry,Ilkley LS29 8HT
Kingston University Faculty Of Art Design And Architecture (Short Courses),,,,No,Crafts | Model Making,Kingston Upon Thames KT1 2QJ
Centrepunch,,,,No,Crafts | Etching | Jewellery | Gemology,London SE21 8EN | London SE21 8EN | London SE21 8EN
Flux Jewellery School,,,,No,Crafts | Etching | Engraving | DIY & Home Improvements | Soldering | Environment | Waste Collection Disposal | Jewellery | Jewellery Design | Oil and Mining | Metal Casting | Enamelling,Southwark SE5 8QT | Southwark SE5 8QT | Southwark SE5 8QT
Silverpetal,,,,No,Crafts | Etching,Chesterfield S43 2PE
londonprintstudio,,,,No,Crafts | Etching | Writing | Text Formatting,London W10 4RE | London W10 4RE
Bristol Folk House Co-Operative,,,,No,Crafts | Etching | Dance | Tango | Line Dancing | Soft Furnishings | Rug Making | Therapeutic | Alexander technique | Writing | Travel Writing,Bristol BS1 5JG | 40A Park StreetBristol BS1 5JGUnited Kingdom | Bristol BS1 5JG | Bristol BS1 5JG
Hampstead School Of Art,,,http://www.hampstead-school-of-art.org,No,Crafts | Etching,Camden NW3 7ST | 19-21 Kidderpore AvenueHampstead London NW3 7STUnited Kingdom
Summerhouse Print Studio,,,,Yes,Crafts | Etching,London SW9 6HY
Royal Drawing School,,,http://www.royaldrawingschool.org,No,Crafts | Etching,London EC2A 3SG | 13 Berkeley StreetLondon W1J 8DUUnited Kingdom
Chelsea College of Arts University of the Arts London,,,,No,Crafts | Furniture Design,Westminster SW1P 4JU
Thames Barrier Print Studio,,,,Yes,Crafts | Etching | Writing | Lithography | Print & Publishing | Printing,London SE18 5NR | Unit 4 Second Floor Studios & Arts Harrington Way (Off Warspite Road)London SE18 5NRUnited Kingdom | London SE18 5NR
Warsop Infotech Group,,,,No,Crafts | Toy Making | History | Family History,Mansfield NG20 0AL | Mansfield NG20 0AL | Mansfield NG20 0AL
West Herts College,,,,No,Crafts | Upholstery | DIY & Home Improvements | Bricklaying | Plastering | Driving | Car Maintenance | Environment | CIEH | Fashion | Sewing | Sewing Machine | Tailoring | Dressmaking | Finance | Finance for Non-financial Managers | First Aid | First Aid With Children | Gardening | Floristry | Health Care | Health Care Assistant | Jewellery | All Jewellery | Leisure Services | Hospitality Management | Hotel Front of House | Food Service | Network Systems Management | Cisco Certifications | Personal Appearance | Body Art | Personal Development | Listening Skills | Semi-Medical Therapies | Behaviour Therapy | Sports | Football | Rugby | Telecommunication | All Telecommunication | Vehicle Maintenance | Car Engine Repair | Teaching | BSL | Hotel Reception | Drinks Service | Paramedical | Paediatric First Aid | Financial Management,Hemel Hempstead HP1 1HD | Kings Langley WD4 8LZ | Watford WD17 3EZ | Hempstead RoadWatford Hertfordshire WD17 3EZUnited Kingdom | Kings Langley WD4 8LZ | Hemel Hempstead HP1 1HD
The Potters Barn,,,,No,Crafts | Traditional Wood Crafts | Security / Police / Armed Forces | Navy,Sandbach CW11 4XX | Roughwood LaneSandbach Cheshire CW11 4XXUnited Kingdom | Sandbach CW11 4XX
West Thames College,,,,No,Dance | All Dance | DIY & Home Improvements | Plumbing | Education / Training / Teaching | Education Studies | English | CELTA | Film & Television | Special Effects Makeup | Special Effects | Leisure Services | Catering | Medical Technology | All Medical Technology | Multimedia | Multimedia Computing | Music Playing | All Music Playing | Network Systems Management | Cisco Certifications | Personal Appearance | Bridal hair | Barbering | Security / Police / Armed Forces | Armed Forces | Semi-Medical Therapies | Physiotherapy | Teaching | PTLLS | Vehicle Maintenance | All Vehicle Maintenance | Therapeutic | Swedish massage | Personal Development | Social Skills | Manufacture | Furniture Manufacturing | Hospitality and Tourism | Health Care | Specialist Counselling Skills | Performance Art | Theatre Production | Acting,Richmond Upon Thames TW7 4HS | Feltham TW13 5DT | London RoadIsleworth London TW7 4HSUnited Kingdom | Richmond Upon Thames TW7 4HS | Richmond Upon Thames TW7 4HS
Omnida Dance and Fitness Studios,,,,No,Dance | Flamenco | Bollywood | Break Dancing,London N22 6BX | London N22 6BX | London N22 6BX
Bishopsgate Institute,,,,Yes,Dance | Folk Dance | Ballroom Dancing | All Dance | Classical Dance | Jive Dancing | Film & Television | Film Studies | Fitness | All Fitness | Folklore | All Folklore | Pilates | Health Care | Specialised Psychology | History | Art History | Ancient History | All History | Local History | Language | All Language | Journalism | Feature Writing | Chinese | Italian | French | Spanish | Russian | Yiddish | Literature | All Literature | Performance Art | All Performance Art | Music | Pop Music | Acting | Choral Singing | Personal Development | Stress Management | Philosophy | All Philosophy | Photography | Landscape Photography | Photography Workshop | Writing | Narrative Prose Writing | Play Writing | Print & Publishing | Sports | All Sports | Digital Cameras | Photographic Techniques | Mind Improvement | Manufacture | All Manufacture | Novels and Short Stories | Leisure Services | Drinks Service | News Journalism | Screenplay Writing | Walking | All Photography | Theatre | Drinks Processing | Humanities | All Humanities | Qi Gong | Latin Dance | Crafts | All Crafts,London EC2M 4QH | London WC1E 7HX | 230 BishopsgateLondon London EC2M 4QHUnited Kingdom | London EC2M 4QH | London EC2M 4QH
Basingstoke College of Technology,,,,No,Dance | Bollywood | Driving | Car Restoration | Engineering | Machining | Film & Television | Television Production | Health & Safety | Occupational Health | Law | Business Law | Oil and Mining | Chemical & Materials Engineering | Philosophy | Social Philosophy | Photography | SLR | Sales & Retailing | CIM | Fashion Retail | Services To Industry & Commerce | Engineering Design | Control Systems | Automated Manufacturing Systems | Technical Drawing | Social Work | Social Services | Vehicle Maintenance | Car Painting | Car Electrical Systems | Industrial Control,Basingstoke RG21 3NP | Basingstoke RG21 8TN | Basingstoke RG24 9FP | Worting RoadBasingstoke Hampshire RG21 8TNUnited Kingdom | Basingstoke RG21 8TN | Basingstoke RG21 8TN
Kathak Studio,,,,No,Dance | Bollywood,Bromley BR1 2BE
Pineapple Dance Studios,,,,No,Dance | Bollywood | Burlesque | Break Dancing | Belly Dancing | Ballet | Jive Dancing | Modern Dance | Pole Dancing | Street Dance | Sequence Dancing | Samba | Hip Hop | Jazz Dancing | Tap Dancing | Fitness | Zumba | Workout | Music Playing | Jazz / Blues | Sports | Capoeira | Gymnastics,London WC2H 9JA | 7 Langley StreetLondon London WC2H 9JAUnited Kingdom | London WC2H 9JA | London WC2H 9JA
Academia Flamenca,,,,Yes,Dance | Flamenco,Brighton BN41 1DH
Tangolicious,,,,Yes,Dance | Folk Dance | Sports | Sports Facilities,London SW3 3QG | London SW3 5PL | London SW3 5PL
Encantado,,,,Yes,Dance | Folk Dance | Salsa,London N15 4AJ | London N15 4AJ
Caramelo Latin Dance,,,,Yes,Dance | Folk Dance | Salsa,London W9 2DR | 50 Marylands RoadLondon London w9 2drUnited Kingdom | London W9 2DR
Ilusion Flamenca,,,http://www.ilusionflamenca.co.uk,Yes,Dance | Flamenco,London WC2B 4DD | Belleville RoadLondon sw11 6prUnited Kingdom
St Francis Xavier College,,,,No,Dance | Folk Dance | Popular Dancing | Fashion | Pattern Cutting | Leather Goods Design | Knitting | Fitness | Pilates | Gardening | Flower Arranging | History | Art History | Language | Japanese | Portuguese | Music | Music Composition | Songwriting | Music Playing | Guitar | Personal Development | Meditation | Cookery | Wine & Food Appreciation,Wandsworth SW12 8EN | 286 Parkway AvenueHamilton New South Wales 2303Australia | Wandsworth SW12 8EN | Wandsworth SW12 8EN
Little Lady Luscious Burlesque and Cabaret,,,,Yes,Dance | Burlesque,London SW11 1DJ
Burlesque Baby,,,,No,Dance | Burlesque,London NW1 7NE
Twist & Pout,,,,No,Dance | Burlesque,London EC2Y 9AW
Trinity Laban Conservatoire of Music and Dance,,,,No,Dance | Choreography,London SE10 9JF
Friern Fitness,,,,No,Dance | Freestyle dance | Fitness | Zumba,London N12 0LX | London N12 0LX
The Cheek of It! School of Burlesque and Cabaret,,,,Yes,Dance | Burlesque,London SE1 8LF
Face The World,,,,Yes,Dance | Choreography | Science | Physiology | Services To Industry & Commerce | Compliance | Personal Appearance | Facial Care | Health Care | Acupressure,Can be taught anywhere in Merseyside. Contact course provider to agree precise meeting place. | Can be taught anywhere in Devon. Contact course provider to agree precise meeting place. | Can be taught anywhere in Greater London. Contact course provider to agree precise meeting place. | Can be taught anywhere in Lancashire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Southern England. Contact course provider to agree precise meeting place. | Can be taught anywhere in Eastern England. Contact course provider to agree precise meeting place. | Can be taught anywhere in Northampton. Contact course provider to agree precise meeting place. | Can be taught anywhere in Cheshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in North Wales. Contact course provider to agree precise meeting place. | Can be taught anywhere in Cornwall And Isles Of Scilly. Contact course provider to agree precise meeting place. | Can be taught anywhere in Staffordshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Shropshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Warwickshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Herefordshire And Worcestershire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Northamptonshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Central England. Contact course provider to agree precise meeting place. | Can be taught anywhere in South West England. Contact course provider to agree precise meeting place. | Can be taught anywhere in Surrey. Contact course provider to agree precise meeting place. | Can be taught anywhere in East Sussex. Contact course provider to agree precise meeting place. | Can be taught anywhere in Hampshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Berkshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Cumbria. Contact course provider to agree precise meeting place. | Can be taught anywhere in Suffolk. Contact course provider to agree precise meeting place. | Can be taught anywhere in North London. Contact course provider to agree precise meeting place. | Can be taught anywhere in Essex. Contact course provider to agree precise meeting place. | Can be taught anywhere in Hertfordshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Cambridgeshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in North East England. Contact course provider to agree precise meeting place. | Can be taught anywhere in Buckinghamshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Bedfordshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Oxfordshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in South Wales. Contact course provider to agree precise meeting place. | Can be taught anywhere in Scotland. Contact course provider to agree precise meeting place. | Can be taught anywhere in Durham. Contact course provider to agree precise meeting place. | Can be taught anywhere in Middlesbrough. Contact course provider to agree precise meeting place. | Can be taught anywhere in North Yorkshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in Norfolk. Contact course provider to agree precise meeting place. | Can be taught anywhere in South London. Contact course provider to agree precise meeting place. | Can be taught anywhere in West London. Contact course provider to agree precise meeting place. | Can be taught anywhere in East London. Contact course provider to agree precise meeting place. | Can be taught anywhere in West Sussex. Contact course provider to agree precise meeting place. | Can be taught anywhere in West Yorkshire. Contact course provider to agree precise meeting place. | Can be taught anywhere in South Yorkshire. Contact course provider to agree precise meeting place. | You study this on your computer | Can be taught anywhere in Central London. Contact course provider to agree precise meeting place. | Can be taught anywhere in Kent. Contact course provider to agree precise meeting place. | 335 Rathburn Rd. West  Unit 1801Mississauga Ontario l5b 0c8Canada
